img1,img2,img1_folder,img1_feature_path,img2_folder,img2_feature_path,cosine_similarity
data\4\22.png,data\9\254.png,1,demo/pair/4_9\data_4_22.npy,2,demo/pair/4_9\data_9_254.npy,0.18473830819129944
data\4\22.png,data\9\151.png,1,demo/pair/4_9\data_4_22.npy,2,demo/pair/4_9\data_9_151.npy,0.23920263350009918
data\4\22.png,data\9\29.png,1,demo/pair/4_9\data_4_22.npy,2,demo/pair/4_9\data_9_29.npy,0.1652662754058838
data\4\22.png,data\9\114.png,1,demo/pair/4_9\data_4_22.npy,2,demo/pair/4_9\data_9_114.npy,0.17661960422992706
data\4\22.png,data\9\49.png,1,demo/pair/4_9\data_4_22.npy,2,demo/pair/4_9\data_9_49.npy,0.17226581275463104
data\4\28.png,data\9\254.png,1,demo/pair/4_9\data_4_28.npy,2,demo/pair/4_9\data_9_254.npy,0.20229101181030273
data\4\28.png,data\9\151.png,1,demo/pair/4_9\data_4_28.npy,2,demo/pair/4_9\data_9_151.npy,0.2951878309249878
data\4\28.png,data\9\29.png,1,demo/pair/4_9\data_4_28.npy,2,demo/pair/4_9\data_9_29.npy,0.2020704746246338
data\4\28.png,data\9\114.png,1,demo/pair/4_9\data_4_28.npy,2,demo/pair/4_9\data_9_114.npy,0.16972607374191284
data\4\28.png,data\9\49.png,1,demo/pair/4_9\data_4_28.npy,2,demo/pair/4_9\data_9_49.npy,0.21615314483642578
data\4\117.png,data\9\254.png,1,demo/pair/4_9\data_4_117.npy,2,demo/pair/4_9\data_9_254.npy,0.21805593371391296
data\4\117.png,data\9\151.png,1,demo/pair/4_9\data_4_117.npy,2,demo/pair/4_9\data_9_151.npy,0.25420039892196655
data\4\117.png,data\9\29.png,1,demo/pair/4_9\data_4_117.npy,2,demo/pair/4_9\data_9_29.npy,0.1555570662021637
data\4\117.png,data\9\114.png,1,demo/pair/4_9\data_4_117.npy,2,demo/pair/4_9\data_9_114.npy,0.17962269484996796
data\4\117.png,data\9\49.png,1,demo/pair/4_9\data_4_117.npy,2,demo/pair/4_9\data_9_49.npy,0.1828707605600357
data\4\157.png,data\9\254.png,1,demo/pair/4_9\data_4_157.npy,2,demo/pair/4_9\data_9_254.npy,0.19047516584396362
data\4\157.png,data\9\151.png,1,demo/pair/4_9\data_4_157.npy,2,demo/pair/4_9\data_9_151.npy,0.22443251311779022
data\4\157.png,data\9\29.png,1,demo/pair/4_9\data_4_157.npy,2,demo/pair/4_9\data_9_29.npy,0.10577509552240372
data\4\157.png,data\9\114.png,1,demo/pair/4_9\data_4_157.npy,2,demo/pair/4_9\data_9_114.npy,0.1484811007976532
data\4\157.png,data\9\49.png,1,demo/pair/4_9\data_4_157.npy,2,demo/pair/4_9\data_9_49.npy,0.15806807577610016
data\4\44.png,data\9\254.png,1,demo/pair/4_9\data_4_44.npy,2,demo/pair/4_9\data_9_254.npy,0.1631615161895752
data\4\44.png,data\9\151.png,1,demo/pair/4_9\data_4_44.npy,2,demo/pair/4_9\data_9_151.npy,0.25058913230895996
data\4\44.png,data\9\29.png,1,demo/pair/4_9\data_4_44.npy,2,demo/pair/4_9\data_9_29.npy,0.15967194736003876
data\4\44.png,data\9\114.png,1,demo/pair/4_9\data_4_44.npy,2,demo/pair/4_9\data_9_114.npy,0.16159915924072266
data\4\44.png,data\9\49.png,1,demo/pair/4_9\data_4_44.npy,2,demo/pair/4_9\data_9_49.npy,0.17761224508285522
